outcome,predictor,beta_coefficient,ci_lower,ci_upper,p_value,regression_type,p_gt_0.2
Mortality in Hospital,Immunosuppressive drugs in 1 week,-14.215426313257444,-2408.136599741908,2379.705747115393,0.9907140061745865,logistic,True
Mortality in Hospital,Inotropes,6.26640617466779e-07,-2.921739298604529,2.9217405518857644,0.9999996645983932,logistic,True
Mortality in Hospital,Ventilation,13.090862977308314,-1791.5974245586876,1817.779150513304,0.9886566952645536,logistic,True
Mortality in Hospital,Overall organ support,13.090862977308314,-1791.5974245586876,1817.779150513304,0.9886566952645536,logistic,True
Mortality in Hospital,Neutropenia,-11.778417755809746,-1427.327613257698,1403.7707777460787,0.9869883944717424,logistic,True
Mortality in Hospital,TB,-11.66425835113605,-1960.6909517856038,1937.3624350833315,0.9906412566645533,logistic,True
Mortality in Hospital,Any Viral Infection,13.58954559738728,-973.8838168312687,1001.0629080260434,0.9784813490906219,logistic,True
Mortality in Hospital,Any Fungal Infection,-14.215426313257538,-2408.136599742018,2379.705747115503,0.9907140061745869,logistic,True
Mortality in Hospital,Hemat Malignancy,1.609454955124739,-1.4269075773273252,4.645817487576803,0.2988517501038659,logistic,True
Mortality in Hospital,Solid Organ,-1.2531735690780248,-4.239369940953265,1.7330228027972152,0.4107869483857325,logistic,True
Mortality in Hospital,APACHEII,0.3312198811717322,-0.08056201085614056,0.7430017731996049,0.11490788682839397,logistic,False
Mortality in Hospital,SOFA,0.39836668824874516,-0.15025988448984834,0.9469932609873386,0.15468926667750346,logistic,False
Mortality in Hospital,TLC,-10.653187745290682,-163.07294635970575,141.76657086912437,0.891039313607531,logistic,True
Mortality in Hospital,ANC,-2.8332483659125773,-6.2611505332605155,0.5946538014353604,0.10524084702224092,logistic,False
Mortality in Hospital,Lympho,6.266406175947691e-07,-2.92173929860453,2.9217405518857653,0.9999996645983932,logistic,True
Mortality in Hospital,Platelet,9.11197102061602,-138.41454194026994,156.63848398150196,0.9036457912798612,logistic,True
Mortality in Hospital,Bil,-14.215426313257653,-2408.136599742159,2379.705747115644,0.9907140061745874,logistic,True
Mortality in Hospital,SGPT,9.111971020616187,-138.41454194026977,156.63848398150213,0.9036457912798596,logistic,True
Mortality in Hospital,SGOT,6.266406173206828e-07,-2.9217392986045305,2.921740551885765,0.9999996645983933,logistic,True
Mortality in Hospital,Albumin,-2.833248365912577,-6.261150533260515,0.5946538014353608,0.10524084702224101,logistic,False
Mortality in Hospital,Total Protein,-10.653187745289342,-163.07294635960244,141.76657086902378,0.8910393136074722,logistic,True
Mortality in Hospital,Globulin,13.090862976762612,-1791.5974238797476,1817.7791498332726,0.9886566952607558,logistic,True
Mortality in Hospital,ALP,13.58954559734255,-973.8838168313135,1001.0629080259986,0.9784813490906927,logistic,True
Mortality in Hospital,Creatinine,-0.9553576644708248,-3.912818840606931,2.002103511665281,0.5266467171586442,logistic,True
Mortality in Hospital,Sodium,12.308266756071692,-1039.499402905871,1064.1159364180141,0.9817017041647037,logistic,True
Mortality in Hospital,Potassium,-11.891614898499025,-865.8807733694008,842.0975435724027,0.978226777042661,logistic,True
Mortality in Hospital,Urea,6.266406174341445e-07,-2.921739298604529,2.9217405518857644,0.9999996645983933,logistic,True
Mortality in Hospital,Calcium,-0.4518853520081076,-3.3811445829002147,2.477373878884,0.7623807159856781,logistic,True
Mortality in Hospital,Magnesium,0.45207338795942587,-2.477175649573049,3.3813224254919008,0.7622840152493772,logistic,True
Mortality in Hospital,Procalcitonin,-11.778417755808482,-1427.3276132567994,1403.7707777451824,0.9869883944717356,logistic,True
Mortality in Hospital,P/C+Z-A.E,-11.66425835113605,-1960.6909517856038,1937.3624350833315,0.9906412566645533,logistic,True
Mortality in Hospital,P/C only.E,15.552710331694186,-1750.1588579081517,1781.2642785715402,0.9862262276310207,logistic,True
Mortality in Hospital,Z-A only.E,-9.141838648145473,-308.6267340585172,290.3430567622262,0.9522923795930833,logistic,True
Mortality in Hospital,Neither Abx.E,-11.778417755810981,-1427.3276132585731,1403.7707777469511,0.986988394471749,logistic,True
Mortality in Hospital,P/C+Z-A.T,-11.664258351136006,-1960.6909517855602,1937.3624350832883,0.990641256664553,logistic,True
Mortality in Hospital,P/C only.T,-14.438736245403176,-1907.135293698331,1878.2578212075248,0.9880705571231325,logistic,True
Mortality in Hospital,Z-A only.T,-11.66425835113702,-1960.6909517865515,1937.3624350842774,0.990641256664557,logistic,True
Mortality in Hospital,Neither Abx.T,-11.778417755810981,-1427.3276132585731,1403.7707777469511,0.986988394471749,logistic,True
Mortality in Hospital,Amikacin,7.781197158720194,-4686.635044296897,4702.1974386143365,0.9974078972465393,logistic,True
