Variable1,Variable1_Type,Variable2,Variable2_Type,Correlation,P_Value,N,Strength,Direction,Significant
Surgery.in.last.3.Months,binary,Trimethoprim.Sulfamethoxazole,ordinal,-0.1455,0.540552148330981,20,WEAK,Negative,False
NDM,binary,Trimethoprim.Sulfamethoxazole,ordinal,0.1455,0.540552148330981,20,WEAK,Positive,False
Total.Leukocyte.Count,binary,Empirically.given.other.Abx,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Total.Leukocyte.Count,binary,Targettedly.Given.Other.Abx,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
CV.Catheter.in.6.Months,binary,Procalcitonin,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Targettedly.Given.Other.Abx,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Empirically.given.other.Abx,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Creatinine,binary,Amikacin.Resistance,ordinal,0.1455,0.540552148330981,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Trimethoprim.Sulfamethoxazole,ordinal,-0.1455,0.540552148330981,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Mortality.post.28.Day.Discharge,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Absolute.Neutrophil.Count,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Any.Fungal.Infection,binary,Mortality.post.28.Day.Discharge,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Neutropenia,binary,Bil,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Amikacin.Resistance,ordinal,-0.1455,0.540552148330981,20,WEAK,Negative,False
Surgery.in.last.3.Months,binary,Targettedly.Given.Other.Abx,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Albumin,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Neutropenia,binary,Creatinine,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Absolute.Neutrophil.Count,binary,Bil,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
NDM,binary,Absolute.Lymphocyte.Count,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CKD,binary,CV.Catheter.in.6.Months,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Creatinine,binary,Mortality.in.Hospital,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Targettedly.Given.Other.Abx,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Albumin,binary,Empirically.given.P.C.only,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
NDM,binary,CKD,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
NDM,binary,Hypothyroidism,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
NDM,binary,Procalcitonin,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Hypothyroidism,binary,CV.Catheter.in.6.Months,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Hypothyroidism,binary,Surgery.in.last.3.Months,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Hypothyroidism,binary,Total.Protein,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Any.Fungal.Infection,binary,Ampicillin.Sulbactam,ordinal,-0.1455,0.540552148330981,20,WEAK,Negative,False
CKD,binary,Total.Protein,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
CKD,binary,Bil,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CKD,binary,Empirically.given.P.C.only,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
NDM,binary,Mortality.post.28.Day.Discharge,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Hypothyroidism,binary,Bil,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Procalcitonin,binary,Empirically.given.P.C.only,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Empirically.given.other.Abx,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Bil,binary,Ampicillin.Sulbactam,ordinal,-0.1455,0.540552148330981,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Absolute.Lymphocyte.Count,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Bil,binary,Trimethoprim.Sulfamethoxazole,ordinal,-0.1455,0.540552148330981,20,WEAK,Negative,False
Total.Protein,binary,Empirically.given.other.Abx,binary,-0.1455,0.540552148330981,20,WEAK,Negative,False
Weight,continuous,DM,binary,-0.1455,0.5403625479578315,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Neutropenia,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Neutropenia,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Mortality.in.Hospital,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Neutropenia,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Empirically.given.other.Abx,binary,0.1455,0.540552148330981,20,WEAK,Positive,False
Amikacin.Resistance,ordinal,Total.Hospital.Stay,continuous,0.1451,0.5417171192877006,20,WEAK,Positive,False
COPD,binary,P.C.Sulbactam.in.Treatment,ordinal,-0.1449,0.542060609142939,20,WEAK,Negative,False
Weight,continuous,Procalcitonin,binary,0.1446,0.5429501050154492,20,WEAK,Positive,False
Creatinine,binary,Total.Hospital.Stay,continuous,0.1425,0.5491011951498805,20,WEAK,Positive,False
CRO.based.HAP,binary,SOFA,continuous,0.1419,0.5505981051915833,20,WEAK,Positive,False
Weight,continuous,Urinary.Catheter.in.6.Months,binary,0.1417,0.551215866693669,20,WEAK,Positive,False
CRO.based.HAP,binary,Total.Hospital.Stay,continuous,0.1414,0.5519738213654422,20,WEAK,Positive,False
COPD,binary,Total.Hospital.Stay,continuous,0.1414,0.5519738213654422,20,WEAK,Positive,False
CRO.based.HAP,binary,APACHEII,continuous,0.1412,0.5525812332975956,20,WEAK,Positive,False
Height,continuous,Ventilation,binary,0.1412,0.5525812332975956,20,WEAK,Positive,False
Height,continuous,Overall.organ.support,binary,0.1412,0.5525812332975956,20,WEAK,Positive,False
Sodium,binary,ICU.Stay.in.28.Days,continuous,-0.1412,0.5525328283277202,20,WEAK,Negative,False
DM,binary,GW.Stay.in.28.Days,continuous,0.141,0.5531117265278281,20,WEAK,Positive,False
Age,continuous,CRO.based.CAP,binary,0.1404,0.5548130591162734,20,WEAK,Positive,False
Clinical.Improvement,ordinal,ICU.Stay.in.28.Days,continuous,-0.1402,0.5555907946692755,20,WEAK,Negative,False
Mortality.in.Hospital,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Female.Gender,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Female.Gender,binary,Empirically.given.CAAZ.only,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Female.Gender,binary,Past.CREPA.infection,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Past.CREPA.infection,binary,Amikacin.Resistance,ordinal,0.14,0.5559851671434346,20,WEAK,Positive,False
Ventilation,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
SGOT,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Ventilation,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,Mortality.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,Mortality.in.Hospital,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,Meropenem.in.Treatment,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Hemat.Malignancy,binary,Empirically.given.CAAZ.only,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
CKD,binary,Past.CREPA.infection,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
COPD,binary,Past.CREPA.infection,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Empirically.given.CAAZ.only,binary,Targettedly.Given.Other.Abx,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,Empirically.given.other.Abx,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
CKD,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
CKD,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
CKD,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Urea,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Empirically.given.CAAZ.only,binary,Ampicillin.Sulbactam,ordinal,0.14,0.5559851671434346,20,WEAK,Positive,False
HTN,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Trimethoprim.Sulfamethoxazole,ordinal,Relapse.post.28.Day.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Absolute.Neutrophil.Count,binary,Relapse.post.28.Day.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Ventilation,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Overall.organ.support,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Past.CREPA.infection,binary,Inotropes,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Hemat.Malignancy,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Overall.organ.support,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
CRO.based.HAP,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Neutropenia,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
CRO.based.HAP,binary,Past.CREPA.infection,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Neutropenia,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
HTN,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
HTN,binary,Past.CREPA.infection,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
HTN,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Past.CREPA.infection,binary,Ampicillin.Sulbactam,ordinal,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Meropenem.in.Treatment,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Past.CREPA.infection,binary,Trimethoprim.Sulfamethoxazole,ordinal,0.14,0.5559851671434346,20,WEAK,Positive,False
Male.Gender,binary,Relapse.post.28.Day.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Procalcitonin,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Male.Gender,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Absolute.Neutrophil.Count,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Overall.organ.support,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Ampicillin.Sulbactam,ordinal,Relapse.post.28.Day.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Empirically.given.CAAZ.only,binary,Amikacin.Resistance,ordinal,0.14,0.5559851671434346,20,WEAK,Positive,False
SGOT,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Hypothyroidism,binary,Past.CREPA.infection,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Hypothyroidism,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Absolute.Lymphocyte.Count,binary,Empirically.given.CAAZ.only,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Hypothyroidism,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Inotropes,binary,Empirically.given.CAAZ.only,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Albumin,binary,Empirically.given.CAAZ.only,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Procalcitonin,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Procalcitonin,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
SGOT,binary,Relapse.post.28.Day.Discharge,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Inotropes,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Procalcitonin,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Past.CREPA.infection,binary,Absolute.Neutrophil.Count,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Absolute.Lymphocyte.Count,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
ALP,binary,Total.Hospital.Stay,continuous,0.14,0.5561684132860865,20,WEAK,Positive,False
Past.CREPA.infection,binary,Urea,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Past.CREPA.infection,binary,Mortality.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Past.CREPA.infection,binary,Mortality.in.Hospital,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Hypothyroidism,binary,Empirically.given.CAAZ.only,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Male.Gender,binary,Past.CREPA.infection,binary,0.14,0.5559851671434346,20,WEAK,Positive,False
Meropenem.in.Treatment,binary,Relapse.post.28.Day.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Mortality.in.Hospital,binary,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,-0.14,0.5559851671434346,20,WEAK,Negative,False
Procalcitonin,binary,Minocycline.Resistance,ordinal,-0.1396,0.5571540596803338,20,WEAK,Negative,False
Hypothyroidism,binary,Minocycline.Resistance,ordinal,-0.1396,0.5571540596803338,20,WEAK,Negative,False
Targettedly.Given.Other.Abx,binary,Minocycline.Resistance,ordinal,-0.1396,0.5571540596803338,20,WEAK,Negative,False
Neutropenia,binary,Minocycline.Resistance,ordinal,-0.1396,0.5571540596803338,20,WEAK,Negative,False
CKD,binary,Minocycline.Resistance,ordinal,-0.1396,0.5571540596803338,20,WEAK,Negative,False
Amikacin.Resistance,ordinal,Minocycline.Resistance,ordinal,0.1396,0.5571540596803338,20,WEAK,Positive,False
Empirically.given.other.Abx,binary,Minocycline.Resistance,ordinal,-0.1396,0.5571540596803338,20,WEAK,Negative,False
Absolute.Lymphocyte.Count,binary,Minocycline.Resistance,ordinal,0.1396,0.5571540596803338,20,WEAK,Positive,False
Age,continuous,Targettedly.Given.P.C.and.CAAZ,binary,0.1395,0.5574547324176027,20,WEAK,Positive,False
Weight,continuous,Non.CRO.based.HAP,binary,-0.1394,0.5579046020056215,20,WEAK,Negative,False
Minocycline.Resistance,ordinal,Total.Hospital.Stay,continuous,-0.1361,0.5672145034442806,20,WEAK,Negative,False
Height,continuous,Clinical.Improvement,ordinal,-0.136,0.5675394329599404,20,WEAK,Negative,False
Amikacin.Resistance,ordinal,GW.Stay.in.28.Days,continuous,-0.1345,0.5717157455234778,20,WEAK,Negative,False
Past.CREPA.infection,binary,SOFA,continuous,-0.1345,0.5717599273514002,20,WEAK,Negative,False
Solid.Organ,binary,P.C.Sulbactam.in.Treatment,ordinal,0.1339,0.5735889808189536,20,WEAK,Positive,False
Height,continuous,Empirically.given.CAAZ.only,binary,0.1339,0.5736711515471087,20,WEAK,Positive,False
Age,continuous,Relapse.post.28.Day.Discharge,binary,-0.1338,0.5738171161896461,20,WEAK,Negative,False
Age,continuous,Other.Illness.Leading.to.Hospitalization.post.28.Days.Discharge,binary,0.1338,0.5738171161896461,20,WEAK,Positive,False
SOFA,continuous,Calcium,binary,0.1337,0.5741244699700816,20,WEAK,Positive,False
NDM,binary,SGPT,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Calcium,binary,-0.1336,0.5743453462545605,20,WEAK,Negative,False
NDM,binary,Calcium,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
Surgery.in.last.3.Months,binary,Magnesium,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Platelet,binary,-0.1336,0.5743453462545605,20,WEAK,Negative,False
NDM,binary,Hospitalization.in.past.6.Months,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
Hospitalization.in.past.6.Months,binary,Immunosuppressive.drugs.in.1.week,binary,-0.1336,0.5743453462545605,20,WEAK,Negative,False
Total.Protein,binary,Calcium,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
SGPT,binary,Creatinine,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
Total.Leukocyte.Count,binary,Platelet,binary,0.1336,0.5743453462545605,20,WEAK,Positive,False
Total.Leukocyte.Count,binary,Magnesium,binary,-0.1336,0.5743453462545605,20,WEAK,Negative,False
Creatinine,binary,Magnesium,binary,-0.1336,0.5743453462545605,20,WEAK,Negative,False
Total.Protein,binary,Magnesium,binary,-0.1336,0.5743453462545605,20,WEAK,Negative,False
Bil,binary,ICU.Stay.in.28.Days,continuous,0.1335,0.5748371424878979,20,WEAK,Positive,False
Height,continuous,NDM,binary,0.1328,0.5768843150045916,20,WEAK,Positive,False
Age,continuous,Surgery.in.last.3.Months,binary,0.1327,0.5770294177912235,20,WEAK,Positive,False
Weight,continuous,Total.Protein,binary,0.1326,0.577463836237278,20,WEAK,Positive,False
CRO.based.VAP,binary,Other.CRO.Infections,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.VAP,binary,Non.CRO.based.HAP,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.BSI,binary,Empirically.given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.CAP,binary,Other.CRO.Infections,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.CAP,binary,Targettedly.Given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.CAP,binary,TB,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Solid.Organ,binary,Empirically.given.P.C.and.CAAZ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
CRO.based.CAP,binary,Targettedly.Given.CAAZ.only,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.CAP,binary,Empirically.given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.VAP,binary,Empirically.given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.CAP,binary,Non.CRO.based.HAP,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.BSI,binary,Other.CRO.Infections,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Other.CRO.Infections,binary,Solid.Organ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
Targettedly.Given.P.C.and.CAAZ,binary,Mortality.in.ICU,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.VAP,binary,TB,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Potassium,binary,Targettedly.Given.CAAZ.only,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Non.CRO.based.HAP,binary,Potassium,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
TB,binary,Mortality.in.ICU,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Potassium,binary,Targettedly.Given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
TB,binary,Solid.Organ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
CRO.based.BSI,binary,Targettedly.Given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Other.CRO.Infections,binary,Mortality.in.ICU,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Sodium,binary,Empirically.given.P.C.and.CAAZ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
Non.CRO.based.HAP,binary,Mortality.in.ICU,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Sodium,binary,Targettedly.Given.CAAZ.only,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
CRO.based.BSI,binary,Targettedly.Given.CAAZ.only,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
Sodium,binary,Targettedly.Given.P.C.and.CAAZ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
Non.CRO.based.HAP,binary,Solid.Organ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
Solid.Organ,binary,Targettedly.Given.P.C.and.CAAZ,binary,0.1325,0.5777527094497387,20,WEAK,Positive,False
CRO.based.BSI,binary,TB,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
CRO.based.VAP,binary,Targettedly.Given.P.C.and.CAAZ,binary,-0.1325,0.5777527094497387,20,WEAK,Negative,False
SOFA,continuous,Targettedly.Given.P.C.only,binary,-0.1317,0.5800369805501204,20,WEAK,Negative,False
HTN,binary,ICU.Stay.in.28.Days,continuous,0.1311,0.581808697735785,20,WEAK,Positive,False
Height,continuous,GW.Stay.in.28.Days,continuous,-0.131,0.5820944404572104,20,WEAK,Negative,False
SOFA,continuous,SGOT,binary,0.131,0.5819540038862641,20,WEAK,Positive,False
APACHEII,continuous,Trimethoprim.Sulfamethoxazole,ordinal,-0.1304,0.5838293644795001,20,WEAK,Negative,False
Hemat.Malignancy,binary,APACHEII,continuous,0.1304,0.5838293644795001,20,WEAK,Positive,False
Height,continuous,Inotropes,binary,0.1304,0.5838293644795001,20,WEAK,Positive,False
Weight,continuous,Hemat.Malignancy,binary,0.1302,0.5844013619448165,20,WEAK,Positive,False
Weight,continuous,SOFA,continuous,0.13,0.5849495758257233,20,WEAK,Positive,False
HTN,binary,Clinical.Improvement,ordinal,0.1283,0.5897174841604051,20,WEAK,Positive,False
Urea,binary,Clinical.Improvement,ordinal,-0.1283,0.5897174841604051,20,WEAK,Negative,False
Urinary.Catheter.in.6.Months,binary,GW.Stay.in.28.Days,continuous,-0.1282,0.590246579774569,20,WEAK,Negative,False
Weight,continuous,APACHEII,continuous,0.1275,0.5923247613205683,20,WEAK,Positive,False
Creatinine,binary,Potassium,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
CRO.based.VAP,binary,Bil,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.VAP,binary,Any.Fungal.Infection,binary,0.126,0.5966155610832273,20,WEAK,Positive,False
Potassium,binary,Empirically.given.P.C.only,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Potassium,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
NDM,binary,CRO.based.BSI,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
CRO.based.BSI,binary,Empirically.given.P.C.only,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
NDM,binary,CRO.based.VAP,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Sodium,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
Surgery.in.last.3.Months,binary,Solid.Organ,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
CV.Catheter.in.6.Months,binary,Solid.Organ,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
Surgery.in.last.3.Months,binary,Sodium,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
Surgery.in.last.3.Months,binary,Potassium,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
Creatinine,binary,Sodium,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
Creatinine,binary,Mortality.in.ICU,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
Empirically.given.P.C.only,binary,Mortality.in.ICU,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
CRO.based.VAP,binary,CV.Catheter.in.6.Months,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.BSI,binary,Creatinine,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.BSI,binary,Total.Leukocyte.Count,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Solid.Organ,binary,Bil,binary,0.126,0.5966155610832273,20,WEAK,Positive,False
Solid.Organ,binary,Total.Leukocyte.Count,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Solid.Organ,binary,Total.Protein,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Solid.Organ,binary,Empirically.given.P.C.only,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Solid.Organ,binary,Creatinine,binary,0.126,0.5966155610832273,20,WEAK,Positive,False
CRO.based.BSI,binary,Any.Fungal.Infection,binary,0.126,0.5966155610832273,20,WEAK,Positive,False
NDM,binary,Potassium,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
CRO.based.BSI,binary,Surgery.in.last.3.Months,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.BSI,binary,CV.Catheter.in.6.Months,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.BSI,binary,Immunosuppressive.drugs.in.1.week,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.CAP,binary,Bil,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.CAP,binary,Total.Leukocyte.Count,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.CAP,binary,Immunosuppressive.drugs.in.1.week,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
NDM,binary,Sodium,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
NDM,binary,Mortality.in.ICU,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
CRO.based.BSI,binary,Total.Protein,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.VAP,binary,Empirically.given.P.C.only,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Total.Protein,binary,Potassium,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
CRO.based.VAP,binary,Creatinine,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
CRO.based.CAP,binary,Surgery.in.last.3.Months,binary,-0.126,0.5966155610832273,20,WEAK,Negative,False
Immunosuppressive.drugs.in.1.week,binary,Mortality.in.ICU,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
Immunosuppressive.drugs.in.1.week,binary,Solid.Organ,binary,-0.126,0.5966155610832276,20,WEAK,Negative,False
CV.Catheter.in.6.Months,binary,Sodium,binary,0.126,0.5966155610832276,20,WEAK,Positive,False
